Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,ยอดเงินยกมาจากเดือน มี.ค 2569,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,467685.7919999999,ยอดเงินโอนข้ามเดือน,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,ยอดเงินโอนออกยกมาจากเดือน มี.ค 2569,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,0,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66
4,C,7,ทั่วไป,3007,Studio,77,2740,86,3147,9,-,407,,,,,,270,18.900000000000002,4070,284.90000000000003,6800,,,,,,2569-05-02 00:00:00,11443.8,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2568-08-04 00:00:00,,,,
ไฟล์แยก,C,8,เมกะ,3008,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-10-22 00:00:00,,,,
5,C,9,พนง.เดลทัล,3009,Studio,66,2183,69,2364,3,181,,,,,,,90,6.300000000000001,1448,101.36000000000001,4500,,,,2569-04-30 00:00:00,6145.66,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,2568-04-27 00:00:00,,,,
6,C,10,พนง.เดลทัล,3010,Studio,74,2463,79,2712,5,249,,,,,,,150,10.500000000000002,1992,139.44000000000003,4500,,,,,,2569-05-06 00:00:00,6791.9400000000005,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,2568-03-17 00:00:00,2เดือน,เช่าต่อเนื่อง,,
ไฟล์แยก,C,11,ไทยเตียว,3011,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-17 00:00:00,,,,
ไฟล์แยก,C,12,ไชน่าสเตท,3012,Studio,0,0,0,0,0,0,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,C,13,บายมิ่ง,3013,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,C,14,ทั่วไป,3014,Studio,42,2718,45,2867,3,0,149,,,,,,90,6.300000000000001,1490,104.30000000000001,6800,,,,,,2569-05-02 00:00:00,8490.6,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2569-01-05 00:00:00,,,,
8,C,15,OUT,3015,Suite  OUT,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,13600,13600,,1000,70,1100,77.00000000000001,750,52.50000000000001,9380,656.6,,,127,4348,152,5286,25,,938,26686.1,,,,513.9000000000015,2569-05-12 00:00:00,2569-04-30 00:00:00,กสิกร 0581083912,0,,2569-01-10 00:00:00,,,,
,C,15,เหิงไท่,3015,INTERNET คืน router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,2569-05-02 00:00:00,2569-04-27 00:00:00,กสิกร 0581083912,,0,,,,,
ไฟล์แยก,C,16,เมกะ,3016,Suite,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/11/2568,,,,
9,C,17,ทั่วไป,3017,Studio  N,95,3150,99,3632,4,,482,,,,,,120,8.4,4820,337.40000000000003,6800,699,48.93000000000001,,,,2569-05-12 00:00:00,12833.73,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,15/11/2569,,,,
10,C,18,ทั่วไป,3018,Suite,203,5846,221,6511,18,665,,,,,,,540,37.800000000000004,5320,372.40000000000003,12000,,,,,,2569-05-02 00:00:00,18270.2,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000,,2568-01-01 00:00:00,1 ปี,2569-01-31 00:00:00,,
11,C,19,ทั่วไป,3019,Suite,111,2435,127,3145,16,,710,,,,,,480,33.6,7100,497.00000000000006,13600,,,,,,2569-05-12 00:00:00,21710.6,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27200,,2568-01-05 00:00:00,,,,
ไฟล์แยก,C,20,กว่างโจว,3020,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C,21,ทั่วไป,3021,Studio,153,3004,162,3417,9,,413,,,,,,270,18.900000000000002,4130,289.1,6800,,,,,,2569-05-02 00:00:00,11508,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2568-12-30 00:00:00,,,,
ไฟล์แยก,C,22,ยู่เฟิง,3022,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-07 00:00:00,,,,
ไฟล์แยก,C,23,ไสออนนน์,3023,Studio,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2569-02-06 00:00:00,,,,
13,C,24,พนง.เดลทัล,3024,Studio,86,2591,94,2841,8,,250,,,,,,240,16.8,2500,175.00000000000003,4500,,,,2569-04-30 00:00:00,7431.8,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,2568-10-28 00:00:00,,,,
ไฟล์แยก,C,25,สตาร์ฮับ,3025,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,C,26,คินวอง,3026,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-16 00:00:00,,,,
ไฟล์แยก,C,27,คินวอง,3027,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-19 00:00:00,,,,
ไฟล์แยก,C,28,คินวอง,3028,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-19 00:00:00,,,,
14,C,29,ทั่วไป,3029,Suite,99,2857,99,2859,0,,2,2569-04-25 00:00:00,KBANK คุณณรงค์ 0581083912,13600,13600,,0,0,20,1.4000000000000001,3173.33,,,,,,เงินสด 9/5/69,3194.73,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27200,,2569-04-24 00:00:00,,,,
,C,29,คืน router,3029 (2),INTERNET พนง.,0,0,0,0,0,,0,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,349.5,24.465000000000003,,,,,,,,373.96500000000003,1000,626.03,2569-04-17 00:00:00,,,,k.ณรงค์ 0581083912,,0,,,,,
ไฟล์แยก,C,30,ไท่ซาน,3030,Suite,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,C,31,ไท่ซาน,3031,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-03 00:00:00,,,,
ไฟล์แยก,C,32,ไท่ซาน,3032,Suite,,,,,,,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,C,33,บ.เมกะ,3033,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-09-10 00:00:00,,,,
ไฟล์แยก,C,34,สตาร์ฮับ,3034,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-11-15 00:00:00,,,,
ไฟล์แยก,C,35,ฟาร์อีส,3035,Suite,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-03-12 00:00:00,,,,
ไฟล์แยก,C,36,คินวอง,3036,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-09 00:00:00,,,,
15,C,37,ทั่วไป,3037,Studio,29,1316,33,1709,4,,393,,,,,,120,8.4,3930,275.1,6800,,,,,,2569-05-08 00:00:00,11133.5,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2568-12-26 00:00:00,,,,
ไฟล์แยก,C,38,คินวอง,3038,Studio,                                                                                                                                                                                                                                                                                                                                 ,,,,,,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-09 00:00:00,,,,
16,C,39,ทั่วไป,3039,Studio,75,3057,85,3539,10,,482,,,,,,300,21.000000000000004,4820,337.40000000000003,6800,,,,,,2569-05-06 00:00:00,12278.4,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2569-01-18 00:00:00,,,,
ไฟล์แยก,C,40,Aohong,3040,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,C,41,พนง.เดลทัล,3041,Studio,71,2017,75,2179,4,,162,,,,,,120,8.4,1620,113.4,4500,,,,2569-04-30 00:00:00,6361.8,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,2568-08-02 00:00:00,,,,
ไฟล์แยก,C,42,กว่างโจว,3042,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-09-20 00:00:00,,,,
18,C,43,ทั่วไป,3043,Studio,51,2500,58,2783,7,,283,,,,,,210,14.700000000000001,2830,198.10000000000002,6800,,,,,,2569-05-02 00:00:00,10052.8,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2568-12-09 00:00:00,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,W,1,OUT,4001,Studio  OUT,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,2569-05-12 00:00:00,4445.699999999997,บจก. เอ็มเอส เทท 1983859190,,6800,6800,,300,21.000000000000004,1500,105.00000000000001,480,33.6,8230,576.1,,,85,3919,101,4742,16,,823,18045.699999999997,,,,,ติดลบต้องชำระเพิ่ม,2569-04-30 00:00:00,,00:00:00,,2568-12-04 00:00:00,,,,
ไฟล์แยก,W,2,ไทซิง,4002,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,3,ยูโลจี,4003,INTERNET พนง.,0,0,0,0,0,0,,,,,,,0,0,0,0,,699,48.93000000000001,,,,2569-04-07 00:00:00,747.9300000000001,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,4,กว่างโจว,4004,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-10-10 00:00:00,,,,
ไฟล์แยก,W,5,กว่างโจว,4005,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-10-12 00:00:00,,,,
ไฟล์แยก,W,6,กว่างโจว,4006,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,7,ไสออนนน์,4007,INTERNET พนง.,0,0,0,0,0,,0,,,,,,0,0,0,0,,699,48.93000000000001,,2569-04-30 00:00:00,747.9300000000001,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,
ไฟล์แยก,W,8,กว่างโจว,4008,INTERNET พนง.,,,,,,,,,,,,,,0,,0,,302.9,21.203,,2569-04-09 00:00:00,299.9959,2569-05-01 00:00:00,324.10299999999995,บจก. เอ็มเอส เทท 1983859190,,,,,,,280.37,19.6259,,,,,,,,,,,,,,,,,,,,,,0,1000,2568-03-03 00:00:00,,,,
ไฟล์แยก,W,9,เดลตัน,4009,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2,W,10,ทั่วไป,4010,Studio,37,1635,43,2131,6,,496,,,,,,180,12.600000000000001,4960,347.20000000000005,6800,,,,,,เงินสด 11/5/69,12299.8,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2568-10-26 00:00:00,,,,
ไฟล์แยก,W,11,เดลตัน,4011,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,12,เดลตัน,4012,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,13,เดลตัน,4013,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,14,เดลตัน,4014,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,15,เดลตัน,4015,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,16,เดลตัน,4016,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,17,เดลตัน,4017,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,18,เดลตัน,4018,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,19,เดลตัน,4019,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,20,เดลตัน,4020,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,21,เดลตัน,4021,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,22,ไสออน,4022,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-05-17 00:00:00,,,,
ไฟล์แยก,W,23,ไสออน,4023,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-05-22 00:00:00,,,,
ไฟล์แยก,W,24,ไสออน,4024,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-06-22 00:00:00,,,,
ไฟล์แยก,W,25,ไสออน,4025,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-06-22 00:00:00,,,,
ไฟล์แยก,W,26,ไสออน,4026,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-07-01 00:00:00,,,,
ไฟล์แยก,W,27,เดลทัล,4027,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,28,เดลทัล,4028,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
ไฟล์แยก,W,29,เดลทัล,4029,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
ไฟล์แยก,W,30,เดลทัล,4030,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,31,เดลทัล,4031,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,32,เดลทัล,4032,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,33,เดลทัล,4033,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
ไฟล์แยก,W,34,รันเนอจี,4034,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,35,รันเนอจี,4035,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-03-05 00:00:00,,,,
ไฟล์แยก,W,36,รันเนอจี,4036,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,37,รันเนอจี,4037,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,38,รันเนอจี,4038,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,39,รันเนอจี,4039,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,40,เดลทัล,4040,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,41,ไชน่าสเตท,4041,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
ไฟล์แยก,W,42,ไชน่าสเตท,4042,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
ไฟล์แยก,W,43,ยูไท่,4043,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,44,ไสออนนน์,4044,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,45,ไชน่าสเตท,4045,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
ไฟล์แยก,W,46,ไชน่าสเตท,4046,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
ไฟล์แยก,W,47,ไชน่าสเตท,4047,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
ไฟล์แยก,W,48,ไชน่าสเตท,4048,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
ไฟล์แยก,W,49,ไชน่าสเตท,4049,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
ไฟล์แยก,W,50,ไชน่าสเตท,4050,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
ไฟล์แยก,W,51,ไท่ซาน,4051,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-12-12 00:00:00,,,,
ไฟล์แยก,W,52,เซียวเซียงนัน,4052,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-12-09 00:00:00,6 เดือน,,,
ไฟล์แยก,W,53,สกายเคม,4053,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-03-05 00:00:00,2 เดือน,2568-05-31 00:00:00,,
ไฟล์แยก,W,54,คินวอง,4054,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,55,คินวอง,4055,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,56,คินวอง,4056,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,57,ไชน่าสเตท,4057,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-03-11 00:00:00,,,,
ไฟล์แยก,W,58,เดลทัล,4058,INTERNET พนง.,,,,,,,,2569-04-25 00:00:00,KBANK คุณณรงค์ 0581083912,,,1000,,0,,0,,442.7,30.989,,,,เงินสด 10/5/69,473.68899999999996,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,
ไฟล์แยก,W,59,เดลทัล,4059,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,60,เดลทัล,4060,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,61,ไทยเตียว,4061,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-06 00:00:00,,,,
4,W,62,OUT,4062,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,6800,6800,,800,56.00000000000001,800,56.00000000000001,120,8.4,2710,189.70000000000002,,,27,1027,31,1298,4,,271,11540.1,,,,2059.8999999999996,2569-05-02 00:00:00,2569-04-30 00:00:00,กสิกร 0581083912,0,,2569-01-12 00:00:00,,,,
ไฟล์แยก,W,63,รันเนอจี,4063,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-03-08 00:00:00,,,,
ไฟล์แยก,W,64,ฟาร์อีส,4064,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,65,เดลทัล,4065,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
ไฟล์แยก,W,66,คินวอง,4066,INTERNET พนง.,,,,,,,,,,,,,,0,,0,,699,48.93000000000001,,2569-04-30 00:00:00,747.9300000000001,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,67,เดลทัล,4067,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
ไฟล์แยก,W,68,เดลทัล,4068,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
ไฟล์แยก,W,69,เดลทัล,4069,Studio,,,,,,,,,,,,,,0,,0,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,70,เดลทัล,4070,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,71,เดลทัล,4071,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,72,เดลทัล,4072,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,73,เดลตัน,4073,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,74,เดลทัล,4074,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ไฟล์แยก,W,75,เดลทัล,4075,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
