Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,ยอดเงินยกมาจากเดือน มี.ค 2568,Unnamed: 19,Unnamed: 20,504474.3000000001,ยอดเงินโอนข้ามเดือน,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,ยอดเงินโอนออกยกมาจากเดือน มี.ค 2568,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,27993.36,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52
49,C,112,OUT,3022,Studio,0,0,0,0,0,0,,-,-,,,0,0,0,-,-,,0,,,5000,5000,800,-,210,2704,8,724,15,1062,7,338,,8714,,-,-,1286,2568-05-04 00:00:00,2568-04-30 00:00:00,บช k.ณรงค์ 3912,0,2567-11-20 00:00:00,6เดือน,ย้ายออก,,
50,C,113,ทั่วไป,3023,Studio,22,784,24,994,2,0,210,,,,,60,2100,6800,-,-,1/5/2568,8960,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,13600,2568-03-14 00:00:00,3เดือน,31/6/2568,,
51,C,114,OUT,3024,Studio,0,0,0,0,0,0,,,,,,0,0,0,,,2568-05-08 00:00:00,3072,บจก. เอ็มเอส เทท 1983859190,,5000,6800,800,2500,300,2672,26,732,36,1066,10,334,,13072,,-,-,ติดลบ,-,-,-,0,2567-12-18 00:00:00,6เดือน,ย้ายออก,,
52,C,115,แปลง2,3025,Studio,14,473,17,607,3,134,,2568-04-20 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,90,1072,4986.67,-,-,2568-05-17 00:00:00,6148.67,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,13600,9/4/2568,,,,
53,C,116,แปลง2,3026,Studio,11,745,13,906,2,161,,2568-04-20 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,60,1288,4986.67,-,-,2568-05-17 00:00:00,6334.67,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,C,117,OUT,3027,Studio,0,0,0,0,0,0,,-,-,,,0,0,0,-,-,0,0,,,6800,6800,500,-,30,744,8,459,9,552,1,93,,8074,,5526,2568-04-30 00:00:00,-,-,2568-04-29 00:00:00,บช k.ณรงค์ 3912,0,2568-02-25 00:00:00,6เดือน,ย้ายออก,,
55,C,118,,3028,Studio,13,616,16,836,3,220,,-,-,,,90,1760,6800,-,-,2568-05-08 00:00:00,8650,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,10000,2567-12-14 00:00:00,6เดือน,31/06/2568,,
,C,119,,3029,Suite,0,0,0,0,0,0,,-,-,,,0,0,0,-,-,-,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,C,120,,3030,Suite,1,103,1,103,0,0,,-,-,,,0,0,13600,-,-,2568-05-08 00:00:00,13600,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,20000,2567-12-02 00:00:00,6เดือน,31/06/2568,,
57,C,121,,3031,Suite,5,196,5,196,0,0,,-,-,,,0,0,13600,-,-,2568-05-08 00:00:00,13600,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,20000,2567-12-02 00:00:00,1เดือน,2568-01-31 00:00:00,,
,C,122,,3032,Suite,,,,,,,,-,-,,,0,0,0,-,-,,0,,,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,2568-02-08 00:00:00,6 เดือน,31/8/2568,,
58,C,123,,3033,Studio,11,534,13,671,2,137,,-,-,,,60,1096,6800,-,-,2568-05-05 00:00:00,7956,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,13600,2568-02-25 00:00:00,2เดือน,31/4/2568,,
59,C,124,OUT,3034,Studio,0,0,0,0,,,,2568-04-11 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,,,,,,,,,,6800,6800,0,,60,880,13,329,15,417,2,0,88,7740,,5860,27/4/2568,,,2568-04-24 00:00:00,บช k.ณรงค์ 3912,0,2568-04-11 00:00:00,,ย้ายออก,,
,C,125,แปลง71,3035,Suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-12 00:00:00,,,,
60,C,126,แปลง2,3036,Studio,9,215,13,405,4,190,,2568-04-20 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,120,1520,4986.67,-,-,2568-05-17 00:00:00,6626.67,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,13600,9/4/2568,,,,
61,C,127,,3037,Studio,11,343,13,470,2,127,,-,-,,,60,1016,6800,-,-,2568-05-09 00:00:00,7876,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,13600,2568-02-25 00:00:00,2เดือน,31/4/2568,,
62,C,128,OUT,3038,Studio,0,0,0,0,0,0,,-,-,,,0,0,0,-,-,0,0,,,5000,5000,600,-,60,680,5,235,7,320,2,85,,6340,,-,-,3660,2568-05-04 00:00:00,2568-04-30 00:00:00,บช k.ณรงค์ 3912,0,2567-11-15 00:00:00,6เดือน,ย้ายออก,,
63,C,129,OUT,3039,Studio,0,0,0,0,0,0,,-,-,,,0,0,3400,2568-04-17 00:00:00,2254.98,,,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,0,2567-12-14 00:00:00,6เดือน,ย้ายออก,,
64,,,OUT,3039 (2),Studio,,,,,,,,2568-04-13 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,,,,,,,,,,6800,6800,500,,30,790,16,557,17,636,1,,79,8120,,,,5480,2568-05-04 00:00:00,2568-04-30 00:00:00,บช k.ณรงค์ 3912,0,2568-04-13 00:00:00,,ย้ายออก,,
,C,130,ห้องตัวอย่าง,3040,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,C,131,,3041,Studio,6,395,7,492,1,97,,-,-,,,30,776,6800,-,-,2568-05-07 00:00:00,7606,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,10000,2567-05-31 00:00:00,6 เดือน,2568-10-31 00:00:00,,
66,C,132,,3042,Studio,13,1309,14,1514,1,205,,-,-,,,30,1640,6800,-,-,2568-05-07 00:00:00,8470,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,10000,2567-11-18 00:00:00,6 เดือน,2568-05-31 00:00:00,,
67,C,133,,3043,Studio,14,558,18,902,4,344,,-,-,,,120,2752,6800,-,-,2568-05-04 00:00:00,9672,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,13600,2568-02-06 00:00:00,6เดือน,2568-08-31 00:00:00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,W,134,แปลง 2,4001,Studio,12,621,17,986,5,365,,,,,,150,2920,6800,-,-,2568-05-17 00:00:00,9870,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,13600,2568-02-06 00:00:00,6เดือน,2568-08-31 00:00:00,,
69,W,135,แปลง 2,4002,Studio,13,450,16,754,3,304,,,,,,90,2432,6800,-,-,2568-05-17 00:00:00,9322,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,13600,2568-02-06 00:00:00,6เดือน,2568-08-31 00:00:00,,
70,W,136,แปลง 2,4003,Studio,13,592,17,854,4,262,,,,,,120,2096,6800,-,-,2568-05-17 00:00:00,9016,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,13600,2568-02-06 00:00:00,6เดือน,2568-08-31 00:00:00,,
71,W,137,แปลง 2,4004,Studio,10,451,17,828,7,377,,,,,,210,3016,6800,-,-,2568-05-17 00:00:00,10026,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,13600,2568-02-06 00:00:00,6เดือน,2568-08-31 00:00:00,,
72,W,138,แปลง 2,4005,Studio,11,320,17,687,6,367,,,,,,180,2936,6800,-,-,2568-05-17 00:00:00,9916,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,13600,2568-02-06 00:00:00,6เดือน,2568-08-31 00:00:00,,
73,W,139,แปลง 2,4006,Studio,7,478,14,861,7,383,,,,,,210,3064,6800,-,-,2568-05-17 00:00:00,10074,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,13600,2568-02-16 00:00:00,6เดือน,2568-08-31 00:00:00,,
74,W,140,แปลง 2,4007,Studio,9,398,16,946,7,548,,,,,,210,4384,6800,-,-,2568-05-17 00:00:00,11394,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,13600,2568-02-06 00:00:00,6เดือน,2568-08-31 00:00:00,,
,W,141,แปลง71,4008,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-03 00:00:00,,,,
75,W,142,OUT,4009,Studio,0,0,0,0,0,0,,2568-04-01 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,0,0,0,-,-,-,0,-,,6800,6800,500,,90,3290,4,137,7,466,3,,329,10680,,,,2920,2568-05-02 00:00:00,2568-04-30 00:00:00,บช k.ณรงค์ 3912,0,2568-03-31 00:00:00,,ย้ายออก,,
,W,143,,4010,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-08 00:00:00,,,,
,W,144,เดลตัน,4011,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,145,เดลตัน,4012,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,146,เดลตัน,4013,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,147,เดลตัน,4014,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,148,เดลตัน,4015,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,149,เดลตัน,4016,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,150,เดลตัน,4017,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,151,เดลตัน,4018,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,152,เดลตัน,4019,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,153,เดลตัน,4020,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,154,,4021,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-05 00:00:00,,,,
,W,155,,4022,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-05 00:00:00,,,,
,W,156,,4023,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-05 00:00:00,,,,
,W,157,,4024,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-05 00:00:00,,,,
,W,158,,4025,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-05 00:00:00,,,,
,W,159,,4026,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-05 00:00:00,,,,
,W,160,,4027,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-05 00:00:00,,,,
,W,161,,4028,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-05 00:00:00,,,,
,W,162,,4029,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-05 00:00:00,,,,
,W,163,,4030,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-05 00:00:00,,,,
,W,164,,4031,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-05 00:00:00,,,,
,W,165,,4032,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-05 00:00:00,,,,
,W,166,,4033,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-05 00:00:00,,,,
,W,167,,4034,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-05 00:00:00,,,,
,W,168,รันเนอจี,4035,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-05 00:00:00,,,,
,W,169,,4036,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-08 00:00:00,,,,
,W,170,,4037,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-08 00:00:00,,,,
,W,171,,4038,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-08 00:00:00,,,,
,W,172,,4039,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-08 00:00:00,,,,
,W,173,,4040,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-08 00:00:00,,,,
,W,174,ไชน่าสเตท,4041,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ยอดคงเหลือไปอยู่ไฟล์ไชน่าสเตท,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,175,ไชน่าสเตท,4042,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,176,ไชน่าสเตท,4043,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,177,ไชน่าสเตท,4044,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,178,ไชน่าสเตท,4045,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,179,ไชน่าสเตท,4046,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,180,ไชน่าสเตท,4047,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,181,ไชน่าสเตท,4048,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,182,ไชน่าสเตท,4049,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,183,ไชน่าสเตท,4050,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
76,W,184,,4051,Studio,8,547,16,1022,8,475,,-,-,,,240,3800,6800,-,-,2568-05-06 00:00:00,10840,บจก. เอ็มเอส เทท 1983859190,,-,-,-,-,-,-,-,-,-,-,-,-,,-,,-,-,-,-,-,-,13600,2568-02-14 00:00:00,2 เดือน,31/4/2568,,
,W,185,สกายเคม,4052,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-05 00:00:00,2 เดือน,2568-05-31 00:00:00,ยังไม่จ่าย,
,W,186,สกายเคม,4053,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-05 00:00:00,2 เดือน,2568-05-31 00:00:00,ยังไม่จ่าย,
,W,187,คินวอง,4054,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,188,คินวอง,4055,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,189,คินวอง,4056,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,190,ไชน่าสเตท,4057,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-11 00:00:00,,,,
,W,191,เดลทัล,4058,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,192,เดลทัล,4059,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,193,เดลทัล,4060,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,194,,4061,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-08 00:00:00,,,,
,W,195,,4062,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-08 00:00:00,,,,
,W,196,รันเนอจี,4063,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-08 00:00:00,,,,
,W,197,,4064,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-08 00:00:00,,,,
,W,198,,4065,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-08 00:00:00,,,,
,W,199,,4066,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-08 00:00:00,,,,
,W,200,,4067,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-08 00:00:00,,,,
,W,201,,4068,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-08 00:00:00,,,,
,W,202,เดลทัล,4069,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,203,เดลทัล,4070,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,204,เดลทัล,4071,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,205,เดลทัล,4072,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,206,เดลตัน,4073,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,207,เดลทัล,4074,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,208,เดลทัล,4075,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,209,รันเนอจี,4076,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-08 00:00:00,,,,
,W,210,,4077,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-05-06 00:00:00,,,,
,W,211,,4078,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-05-06 00:00:00,,,,
,W,212,,4079,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-05-06 00:00:00,,,,
,W,213,,4080,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-05-06 00:00:00,,,,
,W,214,,4081,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-05-06 00:00:00,,,,
,W,215,,4082,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,216,,4083,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,217,,4084,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,218,,4085,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,219,,4086,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,W,220,,4087,Studio,4,144,10,261,6,,117,2568-04-11 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,180,1170,4760,,,2568-05-06 00:00:00,6110,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,13600,2568-04-10 00:00:00,,,,
78,W,221,OUT,4088,Studio,0,0,0,0,0,0,0,,,,,0,0,0,,,,0,,,6800,7238.7,500,,120,2340,2,118,6,352,4,-,234,10198.7,,,,3401.2999999999993,2568-05-05 00:00:00,2568-05-02 00:00:00,บช k.ณรงค์ 3912,0,2568-03-12 00:00:00,,ย้ายออก,,
,W,222,ไชน่าสเตท,4089,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
,W,223,ไชน่าสเตท,4090,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
,W,224,ไชน่าสเตท,4091,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
,W,225,แปลง71,4092,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
79,W,226,แปลง2,4093,Studio,2,96,6,389,4,293,,2568-04-08 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,120,2344,6800,,,2568-05-17 00:00:00,9264,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,13600,2568-03-25 00:00:00,,,,
80,W,227,ทั่วไป,4094,Studio,1,1,4,89,3,88,,,,,,90,704,4500,-,-,2568-05-01 00:00:00,5294,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,9000,2568-03-28 00:00:00,,เช่าต่อเนื่อง,,
,W,228,ทั่วไป,4095,Studio,0,0,0,0,0,0,,2568-04-01 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-29 00:00:00,,,,ผู้เช่าย้ายออกแล้ว เมื่อวันที่ 8/4/2568
,W,229,ฟาร์อีส,4095 (2),Studio,,,,,,,,22/5/2568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-04-10 00:00:00,,,,
81,W,229,แปลง2,4096,Studio,3,43,8,372,5,329,,2568-04-08 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,150,2632,6800,-,-,2568-05-17 00:00:00,9582,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,13600,2568-03-21 00:00:00,6 เดือน,31/9/2568,,
,W,230,,4097,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,W,231,,4098,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,232,,4099,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,233,,4100,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,234,,4101,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,235,,4102,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,236,เดลทัล,4103,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,237,เดลทัล,4104,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,238,เดลทัล,4105,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,239,เดลทัล,4106,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,240,เดลทัล,4107,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,241,,4108,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-03-25 00:00:00,,,,
,W,242,,4109,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-03-18 00:00:00,6 เดือน,31/9/2568,,
,W,243,,4110,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-03-18 00:00:00,6 เดือน,31/9/2568,,
,W,244,,4111,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-03-18 00:00:00,6 เดือน,31/9/2568,,
,W,245,,4112,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-03-18 00:00:00,6 เดือน,31/9/2568,,
,W,246,,4113,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-03-18 00:00:00,6 เดือน,31/9/2568,,
,W,247,,4114,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-03-18 00:00:00,6 เดือน,31/9/2568,,
,W,248,,4115,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-03-18 00:00:00,6 เดือน,31/9/2568,,
,W,249,,4116,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-03-18 00:00:00,6 เดือน,31/9/2568,,
