Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,ยอดเงินเข้ายกมาจากเดือน ม.ค 2568,Unnamed: 18,Unnamed: 19,307118.19,ยอดเงินโอนข้ามเดือน,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,ยอดเงินโอนออกยกมาจากเดือน ม.ค 2568,Unnamed: 35,Unnamed: 36,47942,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
51,C,110,,3020,Suite,10,215,23,676,13,461,2568-02-08 00:00:00,บช k.ณรงค์ 3912,13600,13600,390,3688,10685.71,-,-,2568-03-08 00:00:00,14763.71,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27200,2568-02-08 00:00:00,6 เดือน,31/8/2568,ชำระแล้ว,
52,C,111,8,3021,Studio,9,200,14,349,5,149,-,-,-,-,150,1192,6800,-,-,2568-03-06 00:00:00,8142,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,10000,2567-12-12 00:00:00,6เดือน,31/06/2568,ชำระแล้ว,
53,C,112,,3022,Studio,4,346,6,472,2,126,-,-,-,-,60,1008,6800,-,-,2568-03-15 00:00:00,7868,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,10000,2567-11-20 00:00:00,6เดือน,2568-05-31 00:00:00,ชำระแล้ว,
54,C,113,,3023,Studio,12,439,15,559,3,120,2568-02-12 00:00:00,บช k.ณรงค์ 3912,6800,6800,90,960,4371.42,-,-,2568-03-07 00:00:00,5421.42,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,2568-02-12 00:00:00,2เดือน,31/4/2568,ชำระแล้ว,
55,C,114,,3024,Studio,11,297,15,456,4,159,-,-,-,-,120,1272,6800,,,2568-03-08 00:00:00,8192,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,10000,2567-12-18 00:00:00,6เดือน,31/6/2568,ชำระแล้ว,
56,C,115,,3025,Studio,6,186,11,293,5,107,2568-02-09 00:00:00,บช k.ณรงค์ 3912,6800,6800,150,856,6800,-,-,2568-03-05 00:00:00,7806,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,2568-02-09 00:00:00,2เดือน,31/4/2568,ชำระแล้ว,
57,C,116,ย้ายออก,3026,Studio,0,0,0,0,0,0,2568-02-12 00:00:00,บช k.ณรงค์ 3912,6800,6800,0,0,0,-,-,-,0,-,6800,6800,500,-,60,2208,5,233,7,509,2,276,9568,-,-,4032,2568-03-08 00:00:00,-,-,0,2568-02-12 00:00:00,2เดือน,ย้ายออก,คืนเรียบร้อย,
58,C,117,ย้ายออก,3027,Studio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5000,5000,300,-,0,96,5,272,5,284,0,12,5396,4604,2568-02-20 00:00:00,-,-,2568-02-18 00:00:00,บช k.ณรงค์ 3912,0,2567-11-15 00:00:00,6เดือน,ย้ายออก,คืนเรียบร้อย,
59,C,117,,3027(2),Studio,5,284,5,284,0,0,2568-02-25 00:00:00,บช k.ณรงค์ 3912,6800,6800,0,0,971.42,-,-,2568-03-06 00:00:00,971.42,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,2568-02-25 00:00:00,6เดือน,31/4/2568,ชำระแล้ว,
60,C,118,,3028,Studio,9,244,11,391,2,147,-,-,-,-,60,1176,6800,-,-,2568-03-08 00:00:00,8036,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,2567-12-14 00:00:00,6เดือน,31/06/2568,ชำระแล้ว,
61,C,119,,3029,Suite,20,188,29,434,9,246,-,-,-,-,270,1968,13600,-,-,2568-03-05 00:00:00,15838,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20000,2567-12-24 00:00:00,1เดือน,31/02/2568,ชำระแล้ว,
62,C,120,,3030,Suite,1,103,1,103,0,0,-,-,-,-,0,0,13600,-,-,2568-03-10 00:00:00,13600,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20000,2567-12-02 00:00:00,6เดือน,31/06/2568,ชำระแล้ว,
63,C,121,,3031,Suite,5,196,5,196,0,0,-,-,-,-,0,0,13600,-,-,2568-03-10 00:00:00,13600,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20000,2567-12-02 00:00:00,1เดือน,2568-01-31 00:00:00,ชำระแล้ว,
64,C,122,,3032,Suite,25,617,31,889,6,272,2568-02-08 00:00:00,บช k.ณรงค์ 3912,13600,13600,180,2176,10200,-,-,2568-03-08 00:00:00,12556,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27200,2568-02-08 00:00:00,6 เดือน,31/8/2568,ชำระแล้ว,
65,C,123,ย้ายออก,3033,Studio,-,-,-,-,-,-,2568-02-08 00:00:00,บช k.ณรงค์ 3912,6800,6800,-,-,-,-,-,-,-,-,6800,6800,500,-,60,856,6,313,8,420,2,107,8216,5384,2568-02-24 00:00:00,-,-,2568-02-26 00:00:00,บช k.ณรงค์ 3912,0,2568-02-08 00:00:00,1เดือน,ย้ายออก,คืนเรียบร้อย,
66,C,123,,3033 (2),Studio,8,420,8,420,0,0,2568-02-25 00:00:00,บช k.ณรงค์ 3912,6800,6800,0,0,971.42,-,-,2568-03-01 00:00:00,971.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,2568-02-25 00:00:00,2เดือน,31/4/2568,ชำระแล้ว,
67,C,124,ย้ายออก,3034,Studio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5000,5000,700,-,0,160,12,64,12,84,0,20,5860,0,-,4140,2568-03-01 00:00:00,2568-02-28 00:00:00,บช k.ณรงค์ 3912,0,2567-11-15 00:00:00,1เดือน,ย้ายออก,คืนเรียบร้อย,
68,C,125,ย้ายออก,3035,Suite,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,13600,800,-,90,1088,7,251,10,387,3,136,15578,0,1857.9,4422,2568-03-01 00:00:00,2568-02-28 00:00:00,บช k.ณรงค์ 3912,0,2567-12-15 00:00:00,1เดือน,ย้ายออก,คืนเรียบร้อย,
69,C,126,,3036,Studio,8,131,8,153,0,22,-,-,-,-,0,176,6800,-,-,2568-03-15 00:00:00,6976,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,2567-12-10 00:00:00,6เดือน,31/06/2568,ชำระแล้ว,
70,C,127,ย้ายออก,3037,Studio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5000,5000,300,-,0,80,7,146,7,156,0,10,5380,4620,2568-02-20 00:00:00,-,-,2568-02-18 00:00:00,บช k.ณรงค์ 3912,0,2567-11-15 00:00:00,6เดือน,ย้ายออก,คืนเรียบร้อย,
71,C,127,,3037(2),Studio,7,156,7,156,0,0,2568-02-25 00:00:00,บช k.ณรงค์ 3912,6800,6800,0,0,6800,-,-,2568-03-06 00:00:00,971.42,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,2568-02-25 00:00:00,2เดือน,31/4/2568,ชำระแล้ว,
72,C,128,,3038,Studio,5,211,5,231,0,20,-,-,-,-,0,160,6800,-,-,2568-03-15 00:00:00,6960,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,2567-11-15 00:00:00,6เดือน,2568-05-31 00:00:00,ชำระแล้ว,
73,C,129,,3039,Studio,10,167,13,313,3,146,-,-,-,-,90,1168,6800,-,-,2568-03-08 00:00:00,8058,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,2567-12-14 00:00:00,6เดือน,2568-05-31 00:00:00,ชำระแล้ว,
,C,130,,3040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,C,131,,3041,Studio,5,267,6,308,1,41,-,-,-,-,30,328,6800,-,-,2568-03-15 00:00:00,7158,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,2567-05-31 00:00:00,6 เดือน,2568-10-31 00:00:00,ชำระแล้ว,
75,C,132,,3042,Studio,8,669,10,955,2,286,-,-,-,-,60,2288,6800,-,-,2568-03-15 00:00:00,9148,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10000,2567-11-18 00:00:00,6 เดือน,2568-05-31 00:00:00,ชำระแล้ว,
76,C,133,,3043,Studio,8,151,11,294,3,143,2568-02-06 00:00:00,บช k.ณรงค์ 3912,6800,6800,90,1144,5585.71,-,-,2568-03-01 00:00:00,6819.71,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,2568-02-06 00:00:00,6เดือน,2568-08-31 00:00:00,ชำระแล้ว,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,W,134,แปลง 2,4001,Studio,1,2,5,235,4,233,-,-,-,-,120,1864,5585.71,-,-,2568-03-11 00:00:00,7569.71,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,2568-08-31 00:00:00,ชำระแล้ว,ประกัน + ค่าเช่าล่วงหน้า ชำระ 1/3/2568
78,W,135,แปลง 2,4002,Studio,1,1,5,147,4,146,-,-,-,-,120,1168,5585.71,-,-,2568-03-11 00:00:00,6873.71,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,2568-08-31 00:00:00,ชำระแล้ว,
79,W,136,แปลง 2,4003,Studio,1,2,6,214,5,212,-,-,-,-,150,1696,5585.71,-,-,2568-03-11 00:00:00,7431.71,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,2568-08-31 00:00:00,ชำระแล้ว,
80,W,137,แปลง 2,4004,Studio,1,3,4,156,3,153,-,-,-,-,90,1224,5585.71,-,-,2568-03-11 00:00:00,6899.71,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,2568-08-31 00:00:00,ชำระแล้ว,
81,W,138,แปลง 2,4005,Studio,1,4,5,138,4,134,-,-,-,-,120,1072,5585.71,-,-,2568-03-11 00:00:00,6777.71,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,2568-08-31 00:00:00,ชำระแล้ว,
82,W,139,แปลง 2,4006,Studio,1,1,4,129,3,128,-,-,-,-,90,1024,3157.14,-,-,2568-03-11 00:00:00,4271.139999999999,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2568-02-16 00:00:00,6เดือน,2568-08-31 00:00:00,ชำระแล้ว,
83,W,140,แปลง 2,4007,Studio,1,1,3,95,2,94,-,-,-,-,60,752,3157.14,-,-,2568-03-11 00:00:00,3969.14,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2568-02-06 00:00:00,6เดือน,2568-08-31 00:00:00,ชำระแล้ว,
,W,141,,4008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,W,142,,4009,Studio,1,1,2,42,1,41,2568-02-15 00:00:00,บช k.ณรงค์ 3912,6800,6800,30,328,3400,-,-,2568-03-10 00:00:00,3758,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,15/2/2568,3เดือน,2568-05-31 00:00:00,ชำระแล้ว,
,W,143,,4010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,144,เดลตัน,4011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,145,เดลตัน,4012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,146,เดลตัน,4013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,147,เดลตัน,4014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,148,เดลตัน,4015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,149,เดลตัน,4016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,150,เดลตัน,4017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,151,เดลตัน,4018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,152,เดลตัน,4019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,153,เดลตัน,4020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,154,,4021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,155,,4022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,156,,4023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,157,,4024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,158,,4025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,159,,4026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,160,,4027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,161,,4028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,162,,4029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,163,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,164,,4031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,165,,4032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,166,,4033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,167,,4034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,168,,4035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,169,,4036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,170,,4037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,171,,4038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,172,,4039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,173,,4040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,174,ไชน่าสเตท,4041,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ยอดคงเหลือไปอยู่ไฟล์ไชน่าสเตท,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,175,ไชน่าสเตท,4042,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,176,ไชน่าสเตท,4043,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,177,ไชน่าสเตท,4044,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,178,ไชน่าสเตท,4045,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,179,ไชน่าสเตท,4046,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,180,ไชน่าสเตท,4047,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,181,ไชน่าสเตท,4048,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,182,ไชน่าสเตท,4049,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,183,ไชน่าสเตท,4050,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
85,W,184,,4051,Studio,1,1,4,177,3,176,2568-02-14 00:00:00,บช k.ณรงค์ 3912,6800,6800,90,1408,3642.85,-,-,2568-03-06 00:00:00,5140.85,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,2568-02-14 00:00:00,2 เดือน,31/4/2568,ชำระแล้ว,
,W,185,,4052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,186,,4053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,187,,4054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,188,,4055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,189,,4056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,190,,4057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,191,,4058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,192,,4059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,193,,4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,194,,4061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,195,,4062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,196,,4063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,197,,4064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,198,,4065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,199,,4066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,200,,4067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,201,,4068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,202,,4069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,203,,4070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,204,,4071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,205,,4072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,206,,4073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,207,,4074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,208,,4075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,209,,4076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,210,,4077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,211,,4078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,212,,4079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,213,,4080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,214,,4081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,215,,4082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,216,,4083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,217,,4084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,218,,4085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,219,,4086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,220,,4087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,221,,4088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,222,,4089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,223,,4090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,224,,4091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,225,,4092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,226,,4093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,227,,4094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,228,,4095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,229,,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,230,,4097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,231,,4098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,232,,4099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,233,,4100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,234,,4101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,235,,4102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,236,,4103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,237,,4104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,238,,4105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,239,,4106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,240,,4107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,241,,4108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,242,,4109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,243,,4110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,244,,4111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,245,,4112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,246,,4113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,247,,4114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,248,,4115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,249,,4116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,250,,4117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,251,,4118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,252,,4119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,253,,4120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,254,,4121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,255,,4122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,256,,4123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,257,,4124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,258,,4125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,259,,4126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,260,,4127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,261,,4128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,262,,4129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,263,,4130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,264,,4131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,265,,4132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,266,,4133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,267,,4134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,268,,4135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,269,,4136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
