Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,ยอดเงินยกมาจากเดือน ธ.ค 2568,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,201563.63999999996,ยอดเงินโอนข้ามเดือน,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,ยอดเงินโอนออกยกมาจากเดือน ธ.ค 2568,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,20609.400000000005,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67
2,C,97,ทั่วไป,3007,Studio,54,2043,62,2202,8,-,159,,,,,,240,16.8,1590,111.30000000000001,6800,,,,,,2569-02-02 00:00:00,8758.1,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,,,,-,,-,-,-,-,,-,-,13600,,2568-08-04 00:00:00,,,,
,C,98,เมกะ,3008,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-10-22 00:00:00,,,,
3,C,99,พนง.เดลทัล,3009,Studio,52,1780,57,1885,5,105,,,,,,,150,10.500000000000002,840,58.800000000000004,4500,,,,2569-01-31 00:00:00,5559.3,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,2568-04-27 00:00:00,,,,
4,C,100,พนง.เดลทัล,3010,Studio,54,2090,60,2189,6,99,,,,,,,180,12.600000000000001,792,55.440000000000005,4500,,,,,,2569-02-03 00:00:00,5540.04,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,,-,-,9000,,2568-03-17 00:00:00,2เดือน,เช่าต่อเนื่อง,,
,C,101,ไทยเตียว,3011,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-17 00:00:00,,,,
,C,102,ไชน่าสเตท,3012,Studio,0,0,0,0,0,0,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C,103,บายมิ่ง,3013,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,-,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,104,ทั่วไป,3014,Studio,35,2533,36,2563,1,0,30,2569-01-05 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,,30,2.1,300,21.000000000000004,5922.58,,,,2569-01-30 00:00:00,6275.68,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2569-01-05 00:00:00,,,,
6,C,105,เหิงไท่,3015,Suite,87,3391,94,3552,7,,161,2569-01-16 00:00:00, k.ณรงค์ 0581083912,13600,13600,,210,14.700000000000001,1610,112.70000000000002,9651.61,,,,-,,2569-02-12 00:00:00,11599.01,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,,,,-,,-,-,-,-,,-,-,27200,,2569-01-10 00:00:00,,,,
N,C,105,เหิงไท่,3015,INTERNET  คืนrouter,,,,,,,,,,,,1000,,,,,,722.3,50.561,,,,2569-02-18 00:00:00,772.861,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,3/3/2569,,,k.ณรงค์ ใช้บัญชีโอนคืนผิดบช.,,0,2569-01-10 00:00:00,,,,
,C,106,เมกะ,3016,Suite,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/11/2568,,,,
7,C,107,ทั่วไป,3017,Studio,84,2405,88,2607,4,,202,,,,,,120,8.4,2020,141.4,6800,699,48.93000000000001,,,,2569-02-02 00:00:00,9837.73,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,15/11/2569,,,,
8,C,108,ทั่วไป,3018,Suite,158,4650,172,4940,14,290,,,,,,,420,29.400000000000002,2320,162.4,12000,,,,,,2569-02-02 00:00:00,14931.8,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,,,,-,,-,-,-,-,,-,-,24000,,2568-01-01 00:00:00,1 ปี,2569-01-31 00:00:00,,
9,C,109,ทั่วไป,3019,Suite,42,1672,54,1844,12,,172,2569-01-16 00:00:00, k.ณรงค์ 0581083912,13600,13600,,360,25.200000000000003,1720,120.4,11845.16,,,,-,,2569-02-02 00:00:00,14070.76,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27200,,2568-01-05 00:00:00,,,,
10,C,110,ทั่วไป,3020,Studio,159,5968,168,6226,9,,258,,,,,,270,18.900000000000002,2580,180.60000000000002,6800,,,,-,,2569-02-12 00:00:00,9849.5,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,,-,-,13600,,2568-11-17 00:00:00,,,,
11,C,111,ทั่วไป,3021,Studio,138,2484,143,2600,5,,116,2569-01-16 00:00:00, k.ณรงค์ 0581083912,6800,6800,,150,10.500000000000002,1160,81.2,7238.7,,,,-,,2569-02-12 00:00:00,8640.4,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,,,,-,,-,-,-,-,,-,-,13600,,2568-12-30 00:00:00,,,,
,C,112,ยู่เฟิง,3022,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,-,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-07 00:00:00,,,,
12,C,113,OUT,3023,Studio,0,0,0,0,0,0,0,16/1/2569  (พัก 1 เดือน -ต้องการย้ายออก 16/2/2569),บจก. เอ็มเอส เทท 1983859190,6800,6800,,0,0,0,0,0,,,,,,,,,,6800,6800,,300,21.000000000000004,-,,210,14.700000000000001,1300,91.00000000000001,,,44,2599,51,2729,7,,130,8736.7,,,,4863.299999999999,2569-02-12 00:00:00,,2569-01-28 00:00:00,k.ณรงค์ 0581083912,0,,2569-01-16 00:00:00,,2569-02-16 00:00:00,,
13,C,115,พนง.เดลทัล,3024,Studio,61,2071,69,2195,8,,124,,,,,,240,16.8,1240,86.80000000000001,4500,,,,2569-01-31 00:00:00,6083.6,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,2568-10-28 00:00:00,,,,
14,C,116,OUT,3025,Studio,0,0,0,0,0,0,,2569-01-16 00:00:00, k.ณรงค์ 0581083912,6800,6800,,0,0,0,0,,,,,-,,,0,,,6800,6800,,300,21.000000000000004,-,,90,6.300000000000001,920,64.4,,,54,1898,57,1990,3,,92,8201.7,,,,5398.299999999999,2569-02-02 00:00:00,,2569-01-28 00:00:00,k.ณรงค์ 0581083912,0,,2569-01-10 00:00:00,,,,
,C,116,สตาร์ฮับ,3025 (2),Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C,117,คินวอง,3026,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,-,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-16 00:00:00,,,,
,C,118,คินวอง,3027,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,-,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-19 00:00:00,,,,
,C,119,คินวอง,3028,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,-,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,,-,-,,,2569-01-19 00:00:00,,,,
15,C,120,OUT,3029,Studio ล็อค C,0,0,0,0,0,,0,2569-01-26 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,,0,0,0,0,0,,,,-,,,0,,,6800,6800,,500,35,-,,90,6.300000000000001,920,64.4,,,84,2144,87,2236,3,,92,8415.699999999999,,,,5184.300000000001,2569-02-18 00:00:00,2569-02-10 00:00:00,,k.ณรงค์ 0581083912,0,,2569-01-19 00:00:00,,,,
16,C,121,ทั่วไป,3030,Suite,53,1983,64,2321,11,338,,,,,,,330,23.1,2704,189.28000000000003,13600,699,48.93000000000001,,,,2569-02-03 00:00:00,17594.31,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,,-,-,20000,,2567-12-02 00:00:00,6เดือน,31/06/2568,,
,C,122,ไท่ซาน,3031,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-03 00:00:00,,,,
,C,123,,3032,Suite,,,,,,,,,,,,,0,0,0,0,,,,,-,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,,-,-,,,,,,,
,C,124,บ.เมกะ,3033,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,-,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-09-10 00:00:00,,,,
,C,125,บ.เมกะ,3034,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-11-15 00:00:00,,,,
,C,126,ฟาร์อีส,3035,Suite,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-03-12 00:00:00,,,,
,C,127,คินวอง,3036,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,-,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-09 00:00:00,,,,
17,C,128,ทั่วไป,3037,Studio,23,938,24,969,1,,31,,,,,,30,2.1,310,21.700000000000003,6800,,,,-,,2569-02-13 00:00:00,7163.8,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,,-,-,13600,,2568-12-26 00:00:00,,,,
,C,129,คินวอง,3038,Studio,                                                                                                                                                                                                                                                                                                                                 ,,,,,,,,,,,,0,0,0,0,,,,,-,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-09 00:00:00,,,,
18,C,130,ทั่วไป,3039,Studio,58,2438,61,2485,3,,47,2569-01-18 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,,90,6.300000000000001,470,32.900000000000006,3070.96,,,,2569-01-29 00:00:00,3670.16,,,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,,-,-,13600,,2569-01-18 00:00:00,,,,
,C,131,ห้องตัวอย่าง,3040,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,C,132,พนง.เดลทัล,3041,Studio,43,1378,54,1537,11,,159,,,,,,330,23.1,1590,111.30000000000001,4500,,,,,,2569-02-02 00:00:00,6554.4,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,,-,-,9000,,2568-08-02 00:00:00,,,,
,C,134,กว่างโจว,3042,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-09-20 00:00:00,,,,
20,C,135,ทั่วไป,3043,Studio,42,2148,44,2227,2,,79,,,,,,60,4.2,790,55.300000000000004,6800,,,,-,,2569-02-12 00:00:00,7709.5,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2568-12-09 00:00:00,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,W,134,ทั่วไป,4001,Studio,60,2838,67,3077,7,,239,,,,,,210,14.700000000000001,2390,167.3,6800,,,,,,2569-02-12 00:00:00,9582,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2568-12-04 00:00:00,,,,
,W,135,ไทซิง,4002,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,136,ยูโลจี,4003,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,-,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,137,กว่างโจว,4004,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,-,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,,-,-,,,2568-10-10 00:00:00,,,,
,W,138,กว่างโจว,4005,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,-,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,,-,-,,,2568-10-12 00:00:00,,,,
,W,139,ไท่เต๋อฝู,4006,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,-,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,,-,-,,,,,,,
,W,140,ไสออนนน์,4007,INTERNET,0,0,0,0,0,,0,,,,,,0,0,0,0,,699,48.93000000000001,,2569-01-30 00:00:00,747.9300000000001,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,141,กว่างโจว,4008,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-03-03 00:00:00,,,,
,W,142,เดลตัน,4009,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2,W,143,ทั่วไป,4010,Studio,32,1065,32,1204,0,,139,,,,,,0,0,1390,97.30000000000001,6800,,,,,,2569-02-12 00:00:00,8287.3,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2568-10-26 00:00:00,,,,
,W,144,เดลตัน,4011,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,145,เดลตัน,4012,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,146,เดลตัน,4013,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,147,เดลตัน,4014,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,148,เดลตัน,4015,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,149,เดลตัน,4016,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,150,เดลตัน,4017,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,151,เดลตัน,4018,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,152,เดลตัน,4019,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,153,เดลตัน,4020,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,154,เดลตัน,4021,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,155,ไสออน,4022,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-05-17 00:00:00,,,,
,W,156,ไสออน,4023,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-05-22 00:00:00,,,,
,W,157,ไสออน,4024,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-06-22 00:00:00,,,,
,W,158,ไสออน,4025,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-06-22 00:00:00,,,,
,W,159,ไสออน,4026,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-07-01 00:00:00,,,,
,W,160,เดลทัล,4027,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,161,เดลทัล,4028,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,W,162,เดลทัล,4029,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,W,163,เดลทัล,4030,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,164,เดลทัล,4031,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,165,เดลทัล,4032,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,166,เดลทัล,4033,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,W,167,รันเนอจี,4034,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,168,รันเนอจี,4035,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-03-05 00:00:00,,,,
,W,169,รันเนอจี,4036,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,170,รันเนอจี,4037,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,171,รันเนอจี,4038,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,172,รันเนอจี,4039,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,173,เดลทัล,4040,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,174,ไชน่าสเตท,4041,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,175,ไชน่าสเตท,4042,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
3,W,176,ทั่วไป,4043,Studio,22,1350,27,1449,5,,99,2569-01-16 00:00:00, k.ณรงค์ 0581083912,6800,6800,,150,10.500000000000002,990,69.30000000000001,7238.7,,,,2569-01-30 00:00:00,8458.5,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2568-12-30 00:00:00,,,,
,W,177,ไชน่าสเตท,4044,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,178,ไชน่าสเตท,4045,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,179,ไชน่าสเตท,4046,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,180,ไชน่าสเตท,4047,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,181,ไชน่าสเตท,4048,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,182,ไชน่าสเตท,4049,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,183,ไชน่าสเตท,4050,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,184,ไท่ซาน,4051,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-12-12 00:00:00,,,,
,W,185,เซียวเซียงนัน,4052,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-12-09 00:00:00,6 เดือน,,,
,W,186,สกายเคม,4053,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-03-05 00:00:00,2 เดือน,2568-05-31 00:00:00,,
,W,187,คินวอง,4054,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,188,คินวอง,4055,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,189,คินวอง,4056,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,190,ไชน่าสเตท,4057,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-03-11 00:00:00,,,,
,W,191,เดลทัล,4058,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,192,เดลทัล,4059,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,193,เดลทัล,4060,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,194,ไทยเตียว,4061,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-06 00:00:00,,,,
4,W,195,ทั่วไป,4062,Studio,19,698,21,738,2,,40,2569-01-16 00:00:00, k.ณรงค์ 0581083912,6800,6800,,60,4.2,400,28.000000000000004,4387.09,,,,,,2569-02-02 00:00:00,4879.29,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2569-01-12 00:00:00,,,,
,W,196,รันเนอจี,4063,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-03-08 00:00:00,,,,
,W,197,ฟาร์อีส,4064,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,198,เดลทัล,4065,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,W,199,เซียวเซียง,4066,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-06-20 00:00:00,,,,
,W,200,เดลทัล,4067,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,W,201,เดลทัล,4068,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,W,202,เดลทัล,4069,Studio,,,,,,,,,,,,,,0,,0,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,203,เดลทัล,4070,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,204,เดลทัล,4071,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,205,เดลทัล,4072,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,206,เดลตัน,4073,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,207,เดลทัล,4074,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,208,เดลทัล,4075,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
