Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,ยอดเงินยกมาจากเดือน พ.ย 2568,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,270678.5660000001,ยอดเงินโอนข้ามเดือน,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,ยอดเงินโอนออกยกมาจากเดือน พ.ย 2568,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,50527.82,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
4,C,100,พนง.เดลทัล,3010,Studio,49,1997,54,2090,5,93,,,,,,150,10.500000000000002,744,52.080000000000005,4500,,,,2568-12-30 00:00:00,5456.58,,,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,9000,2568-03-17 00:00:00,2เดือน,เช่าต่อเนื่อง,,
,C,101,,3011,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C,102,ไชน่าสเตท,3012,Studio,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C,103,บายมิ่ง,3013,Studio,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,-,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C,104,,3014,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20/5/2568,,,,
5,C,105,OUT,3015,Suite,0,0,0,0,0,,0,,,,,0,0,0,0,0,,,,-,,,0,,,13600,13600,,1000,70,0,0,450,31.500000000000004,5190,363.3,,,72,2872,87,3391,15,519,,20704.8,,,,6495.200000000001,2569-01-16 00:00:00,2568-12-28 00:00:00,k.ณรงค์ 0581083912,0,2568-11-18 00:00:00,,,,
,C,106,เมกะ,3016,Suite,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/11/2568,,,,
6,C,107,ทั่วไป,3017,Studio,80,2151,84,2405,4,,254,,,,,120,8.4,2540,177.8,6800,512.6,35.882000000000005,,28 & 30 /12/2568,10194.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,15/11/2569,,,,
7,C,108,ทั่วไป,3018,Suite,147,4318,158,4650,11,332,,,,,,330,23.1,2656,185.92000000000002,12000,,,,,,2569-01-16 00:00:00,15195.02,กสิกรไทย คุณณรงค์ 0581083912 ,,-,-,,-,,-,,-,,,,,,-,-,-,-,,,,-,,-,-,-,-,-,-,24000,2568-01-01 00:00:00,1 ปี,2569-01-31 00:00:00,,
,C,109,แปลง2,3019,Suite,0,0,0,0,0,0,,,,,,0,0,0,0,,,,,-,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-06-25 00:00:00,,,,
8,C,110,ทั่วไป,3020,Studio,155,5816,159,5968,4,,152,,,,,120,8.4,1520,106.4,6800,,,,-,,2569-01-16 00:00:00,8554.8,กสิกรไทย คุณณรงค์ 0581083912 ,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,13600,2568-11-17 00:00:00,,,,
,C,111,ทั่วไป,3021,Studio,0,0,0,0,0,0,,เงินสด เข้าบัญชี (มกราคม ไฟล์ ม.ค),,,,0,0,0,0,,,,,-,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,,,,-,,-,-,-,-,-,-,13600,2568-12-30 00:00:00,,,,
,C,112,แปลง2,3022,Studio,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,-,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-05-16 00:00:00,,,,
,C,113,แปลง2,3023,Studio,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-08-07 00:00:00,,,,
9,C,115,พนง.เดลทัล,3024,Studio,52,1936,61,2071,9,,135,,,,,270,18.900000000000002,1350,94.50000000000001,4500,,,,2568-12-30 00:00:00,6233.4,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,2568-10-28 00:00:00,,,,
,C,116,แปลง2,3025,Studio,0,0,0,0,0,0,,,,,,0,0,0,0,,,,,-,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-04-09 00:00:00,,,,
,C,117,แปลง2,3026,Studio,0,0,0,0,0,0,,,,,,0,0,0,0,,,,,-,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-04-09 00:00:00,,,,
,C,118,แปลง2,3027,Studio,0,0,0,0,0,0,,,,,,0,0,0,0,,,,,-,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-05-16 00:00:00,,,,
,C,119,แปลง2,3028,Studio,0,0,0,0,0,0,,,,,,0,0,0,0,,,,,-,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,2568-08-01 00:00:00,,,,
,C,120,แปลง2,3029,Suite,0,0,0,0,0,0,,,,,,0,0,0,0,,,,,-,,-,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-06-25 00:00:00,,,,
10,C,121,ทั่วไป,3030,Suite,44,1738,53,1983,9,245,,,,,,270,18.900000000000002,1960,137.20000000000002,13600,699,48.93000000000001,,2568-12-29 00:00:00,16734.03,,,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,20000,2567-12-02 00:00:00,6เดือน,31/06/2568,,
11,C,122,OUT,3031,Suite,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,,,0,,,13600,13600,,1500,105.00000000000001,500,35,690,48.300000000000004,5330,373.1,,,39,1747,62,2280,23,533,,22181.399999999998,,,,5018.600000000002,2569-01-16 00:00:00,2568-12-28 00:00:00,k.ณรงค์ 0581083912,0,2568-11-18 00:00:00,,,,
,C,123,แปลง2,3032,Suite,,,,,,,,,,,,0,0,0,0,,,,,-,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,,,,,
,C,124,บ.เมกะ,3033,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,-,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-09-10 00:00:00,,,,
,C,125,บ.เมกะ,3034,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-11-15 00:00:00,,,,
,C,126,ฟาร์อีส,3035,Suite,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-12 00:00:00,,,,
,C,127,แปลง2,3036,Studio,0,0,0,0,0,0,,,,,,0,0,0,0,,,,,-,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9/4/2568,,,,
12,C,128,OUT,3037,Studio,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,-,,,0,,,6800,6800,,1000,70,-,,30,2.1,352,24.64,,,22,894,23,938,1,44,,8278.74,,5321.26,2568-12-27 00:00:00,-,-,2568-12-26 00:00:00,k.ณรงค์ 0581083912,0,2568-02-25 00:00:00,2เดือน,31/4/2568,,
13,C,128,ทั่วไป,3037 (2),Studio,23,938,23,938,0,0,,2568-12-25 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,0,0,0,0,1316.12,,,,-,,2569-01-12 00:00:00,1316.12,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,13600,2568-12-26 00:00:00,,,,
,C,129,แปลง2,3038,Studio,                                                                                                                                                                                                                                                                                                                                 ,,,,,,,,,,,0,0,0,0,,,,,-,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-05-06 00:00:00,,,,
,C,130,แปลง2,3039,Studio,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,0,2568-05-06 00:00:00,,,,
,C,131,ห้องตัวอย่าง,3040,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,C,132,พนง.เดลทัล,3041,Studio,34,1216,43,1378,9,,162,,,,,270,18.900000000000002,1620,113.4,4500,,,,,,2569-01-01 00:00:00,6522.3,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,9000,2568-08-02 00:00:00,,,,
,C,134,กว่างโจว,3042,Studio,,,,,,,,,,,,,0,,0,,,,,2568-12-20 00:00:00,300,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,2568-09-20 00:00:00,,,,
15,C,135,ทั่วไป,3043,Studio,41,2003,42,2148,1,,145,2568-12-20 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,30,2.1,1450,101.50000000000001,5045.16,,,,-,,2569-01-16 00:00:00,6628.76,กสิกรไทย คุณณรงค์ 0581083912 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,2568-12-09 00:00:00,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,W,134,ทั่วไป,4001,Studio,56,2728,60,2838,4,,110,2568-12-09 00:00:00,กสิกรไทย คุณณรงค์ 0581083912 ,6800,6800,120,8.4,1100,77.00000000000001,6141.93,,,,,,2569-01-16 00:00:00,7447.33,กสิกรไทย คุณณรงค์ 0581083912 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,2568-12-04 00:00:00,,,,
2,W,135,ไทซิง,4002,Studio,41,1893,41,1938,0,,45,,,,,0,0,450,31.500000000000004,6800,699,48.93000000000001,,2568-12-29 00:00:00,8029.43,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,2568-10-27 00:00:00,,,,
,W,136,ยูโลจี,4003,Studio,0,0,0,0,0,0,,,,,,0,0,0,0,,,,,-,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,137,กว่างโจว,4004,Studio,0,0,0,0,0,0,,,,,,0,0,0,0,,,,,-,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,2568-10-10 00:00:00,,,,
,W,138,กว่างโจว,4005,Studio,0,0,0,0,0,0,,,,,,0,0,0,0,,,,,-,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,2568-10-12 00:00:00,,,,
3,W,139,ทั่วไป,4006,Studio,27,1965,29,2021,2,,56,2568-12-16 00:00:00,บจก. เอ็มเอส เทท 1983859190,6800,6800,60,4.2,560,39.2,3948.38,,,,-,,2569-01-02 00:00:00,4611.780000000001,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,13600,2568-12-16 00:00:00,,,,
,W,140,ไสออนนน์,4007,INTERNET พนง.,28,1551,28,1551,0,,0,,,,,0,0,0,0,,535.9,37.513000000000005,,2568-12-30 00:00:00,573.413,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,141,กว่างโจว,4008,Studio,,,,,,,,,,,,,0,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-03 00:00:00,,,,
,W,142,เดลตัน,4009,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
4,W,143,ทั่วไป,4010,Studio,18,878,32,1065,14,,187,,,,,420,29.400000000000002,1870,130.9,6800,,,,,,2569-01-16 00:00:00,9250.3,กสิกรไทย คุณณรงค์ 0581083912 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,2568-10-26 00:00:00,,,,
,W,144,เดลตัน,4011,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,145,เดลตัน,4012,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,146,เดลตัน,4013,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,147,เดลตัน,4014,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,148,เดลตัน,4015,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,149,เดลตัน,4016,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,150,เดลตัน,4017,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,151,เดลตัน,4018,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,152,เดลตัน,4019,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,153,เดลตัน,4020,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,154,เดลตัน,4021,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,155,ไสออน,4022,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-05-17 00:00:00,,,,
,W,156,ไสออน,4023,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-05-22 00:00:00,,,,
,W,157,ไสออน,4024,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-06-22 00:00:00,,,,
,W,158,ไสออน,4025,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-06-22 00:00:00,,,,
,W,159,ไสออน,4026,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-07-01 00:00:00,,,,
,W,160,เดลทัล,4027,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,161,เดลทัล,4028,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
,W,162,เดลทัล,4029,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
,W,163,เดลทัล,4030,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,164,เดลทัล,4031,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,165,เดลทัล,4032,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,166,เดลทัล,4033,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
,W,167,รันเนอจี,4034,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,168,รันเนอจี,4035,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-05 00:00:00,,,,
,W,169,รันเนอจี,4036,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,170,รันเนอจี,4037,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,171,รันเนอจี,4038,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,172,รันเนอจี,4039,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,173,เดลทัล,4040,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,174,ไชน่าสเตท,4041,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,175,ไชน่าสเตท,4042,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,176,ทั่วไป,4043,Studio,,,,,,,,เงินสด เข้าบัญชี มกราคม (ไฟล์ ม.ค),,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,2568-12-30 00:00:00,,,,
,W,177,ไชน่าสเตท,4044,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,178,ไชน่าสเตท,4045,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,179,ไชน่าสเตท,4046,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,180,ไชน่าสเตท,4047,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,181,ไชน่าสเตท,4048,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,182,ไชน่าสเตท,4049,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,183,ไชน่าสเตท,4050,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,184,ไท่ซาน,4051,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-12-12 00:00:00,,,,
,W,185,เซียวเซียงนัน,4052,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-12-09 00:00:00,6 เดือน,,,
,W,186,สกายเคม,4053,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-05 00:00:00,2 เดือน,2568-05-31 00:00:00,,
,W,187,คินวอง,4054,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,188,คินวอง,4055,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,189,คินวอง,4056,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,190,ไชน่าสเตท,4057,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-11 00:00:00,,,,
,W,191,เดลทัล,4058,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,192,เดลทัล,4059,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,193,เดลทัล,4060,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,194,แปลง2,4061,Studio,,,,,,,,,,,,,0,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,195,แปลง2,4062,Studio,,,,,,,,,,,,,0,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,196,รันเนอจี,4063,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-03-08 00:00:00,,,,
,W,197,ฟาร์อีส,4064,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,198,เดลทัล,4065,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
,W,199,เซียวเซียง,4066,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-06-20 00:00:00,,,,
,W,200,เดลทัล,4067,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
,W,201,เดลทัล,4068,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
,W,202,เดลทัล,4069,Studio,,,,,,,,,,,,,0,,0,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,203,เดลทัล,4070,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,204,เดลทัล,4071,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,205,เดลทัล,4072,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,206,เดลตัน,4073,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,207,เดลทัล,4074,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,208,เดลทัล,4075,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,209,เดลทัล,4076,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
,W,210,แปลง2,4077,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,211,บายมิ่ง,4078,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-09-29 00:00:00,,,,
,W,212,บายมิ่ง,4079,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-09-29 00:00:00,,,,
,W,213,ฟาร์อีส,4080,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-07-24 00:00:00,,,,
5,W,214,ทั่วไป,4081,Studio,21,560,29,668,8,,108,,,,,240,16.8,1080,75.60000000000001,6800,,,,2568-12-30 00:00:00,8212.4,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,2568-11-05 00:00:00,,,,
,W,214,บายมิ่ง,4082,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-11-06 00:00:00,,,,
,W,216,บายมิ่ง,4083,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-10-27 00:00:00,,,,
,W,217,บายมิ่ง,4084,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-10-27 00:00:00,,,,
,W,218,เดลทัล,4085,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,219,เดลทัล,4086,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,220,ฟาร์อีส,4087,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2568-07-11 00:00:00,,,,
,W,221,ฟาร์อีส,4088,Studio,0,0,0,0,0,,0,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-09-19 00:00:00,,,,
,W,222,ไชน่าสเตท,4089,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
,W,223,ไชน่าสเตท,4090,Studio,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
