Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,ยอดเงินยกมาจากเดือน ม.ค 2569,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,416323.7310000001,ยอดเงินโอนข้ามเดือน,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,ยอดเงินโอนออกยกมาจากเดือน ม.ค 2568,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,27662.839,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66
5,C,104,ทั่วไป,3014,Studio,36,2563,39,2635,3,0,72,,,,,,90,6.300000000000001,720,50.400000000000006,6800,,,,,,2569-03-08 00:00:00,7666.7,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2569-01-05 00:00:00,,,,
6,C,105,เหิงไท่,3015,Suite,94,3552,103,3764,9,,212,,,,,,270,18.900000000000002,2120,148.4,13600,,,,,,2569-03-08 00:00:00,16157.3,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,,,,-,,-,-,-,-,-,-,27200,,2569-01-10 00:00:00,,,,
N,C,105,เหิงไท่,3015,INTERNET,,,,,,,,2569-02-12 00:00:00,บจก. เอ็มเอส เทท 1983859190,,,1000,,,,,,699,48.93000000000001,,2569-02-28 00:00:00,747.9300000000001,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,2569-01-10 00:00:00,,,,
,C,106,เมกะ,3016,Suite,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/11/2568,,,,
7,C,107,ทั่วไป,3017 N,Studio,88,2607,92,2864,4,,257,,,,,,120,8.4,2570,179.9,6800,699,48.93000000000001,,,,2569-03-08 00:00:00,10426.23,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,15/11/2569,,,,
8,C,108,ทั่วไป,3018,Suite,172,4940,187,5320,15,380,,,,,,,450,31.500000000000004,3040,212.8,12000,,,,2569-02-28 00:00:00,15734.3,,,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,,,,-,,-,-,-,-,-,-,24000,,2568-01-01 00:00:00,1 ปี,2569-01-31 00:00:00,,
9,C,109,ทั่วไป,3019,Suite,54,1844,90,2054,36,,210,,,,,,1080,75.60000000000001,2100,147,13600,,,,2569-02-28 00:00:00,17002.6,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27200,,2568-01-05 00:00:00,,,,
10,C,110,ทั่วไป,3020,Studio,168,6226,172,6325,4,,99,,,,,,120,8.4,990,69.30000000000001,6800,,,,,,2569-03-08 00:00:00,7987.7,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,13600,,2568-11-17 00:00:00,,,,
11,C,111,ทั่วไป,3021,Studio,143,2600,147,2738,4,,138,,,,,,120,8.4,1380,96.60000000000001,6800,,,,,,2569-03-08 00:00:00,8405,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,,,,-,,-,-,-,-,-,-,13600,,2568-12-30 00:00:00,,,,
,C,112,ยู่เฟิง,3022,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-07 00:00:00,,,,
,C,113,ไสออนนน์,3023,Studio,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2569-02-06 00:00:00,,,,
12,C,115,พนง.เดลทัล,3024,Studio,69,2195,78,2413,9,,218,,,,,,270,18.900000000000002,2180,152.60000000000002,4500,,,,,,2569-03-05 00:00:00,7121.5,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,2568-10-28 00:00:00,,,,
,C,116,สตาร์ฮับ,3025,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C,117,คินวอง,3026,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-16 00:00:00,,,,
,C,118,คินวอง,3027,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-19 00:00:00,,,,
,C,119,คินวอง,3028,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,,2569-01-19 00:00:00,,,,
,C,120,Aohong,3029,Suite,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C,121,ไท่ซาน,3030,Suite,0,0,0,0,0,0,,,,,,,0,0,0,0,0,,,,,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,,,,,,
,C,122,ไท่ซาน,3031,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-03 00:00:00,,,,
,C,123,ไท่ซาน,3032,Suite,,,,,,,,,,,,,0,0,0,0,,,,,,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,,,,,,
,C,124,บ.เมกะ,3033,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-09-10 00:00:00,,,,
,C,125,สตาร์ฮับ,3034,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-11-15 00:00:00,,,,
,C,126,ฟาร์อีส,3035,Suite,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-03-12 00:00:00,,,,
,C,127,คินวอง,3036,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-09 00:00:00,,,,
13,C,128,ทั่วไป,3037,Studio,24,969,27,1110,3,,141,,,,,,90,6.300000000000001,1410,98.7,6800,,,,,,2569-03-10 00:00:00,8405,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,13600,,2568-12-26 00:00:00,,,,
,C,129,คินวอง,3038,Studio,                                                                                                                                                                                                                                                                                                                                 ,,,,,,,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-09 00:00:00,,,,
14,C,130,ทั่วไป,3039,Studio,61,2485,71,2820,10,,335,,,,,,300,21.000000000000004,3350,234.50000000000003,6800,,,,,,2569-03-06 00:00:00,10705.5,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,13600,,2569-01-18 00:00:00,,,,
,C,131,ห้องตัวอย่าง,3040,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,C,132,พนง.เดลทัล,3041,Studio,54,1537,63,1783,9,,246,,,,,,270,18.900000000000002,2460,172.20000000000002,4500,,,,,,2569-03-04 00:00:00,7421.1,บจก. เอ็มเอส เทท 1983859190,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,9000,,2568-08-02 00:00:00,,,,
,C,134,กว่างโจว,3042,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-09-20 00:00:00,,,,
16,C,135,ทั่วไป,3043,Studio,44,2227,45,2310,1,,83,,,,,,30,2.1,830,58.10000000000001,6800,,,,,,2569-03-02 00:00:00,7720.2,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2568-12-09 00:00:00,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,W,134,ทั่วไป,4001,Studio,67,3077,72,3393,5,,316,,,,,,150,10.500000000000002,3160,221.20000000000002,6800,,,,,,2569-03-08 00:00:00,10341.7,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2568-12-04 00:00:00,,,,
,W,135,ไทซิง,4002,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,136,ยูโลจี,4003,INTERNET พนง.,0,0,0,0,0,0,,,,,,,0,0,0,0,,699,48.93000000000001,,,,2569-03-03 00:00:00,747.9300000000001,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,137,กว่างโจว,4004,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,,2568-10-10 00:00:00,,,,
,W,138,กว่างโจว,4005,Studio,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,,2568-10-12 00:00:00,,,,
,W,139,กว่างโจว,4006,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,-,-,,-,,-,,-,,-,,,,-,-,-,-,-,-,,-,,-,-,-,-,-,-,,,,,,,
,W,140,ไสออนนน์,4007,INTERNET พนง.,0,0,0,0,0,,0,,,,,,0,0,0,0,,699,48.93000000000001,,,,2569-03-01 00:00:00,747.9300000000001,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,141,กว่างโจว,4008,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-03-03 00:00:00,,,,
,W,142,เดลตัน,4009,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2,W,143,ทั่วไป,4010,Studio,32,1204,32,1395,0,,191,,,,,,0,0,1910,133.70000000000002,6800,,,,,,2569-03-08 00:00:00,8843.7,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2568-10-26 00:00:00,,,,
,W,144,เดลตัน,4011,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,145,เดลตัน,4012,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,146,เดลตัน,4013,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,147,เดลตัน,4014,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,148,เดลตัน,4015,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,149,เดลตัน,4016,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,150,เดลตัน,4017,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,151,เดลตัน,4018,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,152,เดลตัน,4019,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,153,เดลตัน,4020,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,154,เดลตัน,4021,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,155,ไสออน,4022,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-05-17 00:00:00,,,,
,W,156,ไสออน,4023,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-05-22 00:00:00,,,,
,W,157,ไสออน,4024,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-06-22 00:00:00,,,,
,W,158,ไสออน,4025,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-06-22 00:00:00,,,,
,W,159,ไสออน,4026,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-07-01 00:00:00,,,,
,W,160,เดลทัล,4027,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,161,เดลทัล,4028,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,W,162,เดลทัล,4029,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,W,163,เดลทัล,4030,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,164,เดลทัล,4031,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,165,เดลทัล,4032,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,166,เดลทัล,4033,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,W,167,รันเนอจี,4034,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,168,รันเนอจี,4035,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-03-05 00:00:00,,,,
,W,169,รันเนอจี,4036,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,170,รันเนอจี,4037,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,171,รันเนอจี,4038,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,172,รันเนอจี,4039,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,173,เดลทัล,4040,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,174,ไชน่าสเตท,4041,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,175,ไชน่าสเตท,4042,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
3,W,176,ทั่วไป,4043,Studio,27,1449,29,1643,2,,194,,,,,,60,4.2,1940,135.8,6800,,,,,,2569-03-02 00:00:00,8940,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2568-12-30 00:00:00,,,,
,W,177,ไชน่าสเตท,4044,Studio OUT 28/2/69,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,178,ไชน่าสเตท,4045,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,179,ไชน่าสเตท,4046,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,180,ไชน่าสเตท,4047,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,181,ไชน่าสเตท,4048,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,182,ไชน่าสเตท,4049,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,183,ไชน่าสเตท,4050,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,184,ไท่ซาน,4051,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-12-12 00:00:00,,,,
,W,185,เซียวเซียงนัน,4052,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-12-09 00:00:00,6 เดือน,,,
,W,186,สกายเคม,4053,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-03-05 00:00:00,2 เดือน,2568-05-31 00:00:00,,
,W,187,คินวอง,4054,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,188,คินวอง,4055,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,189,คินวอง,4056,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,190,ไชน่าสเตท,4057,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-03-11 00:00:00,,,,
,W,191,เดลทัล,4058,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,192,เดลทัล,4059,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,193,เดลทัล,4060,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,194,ไทยเตียว,4061,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569-01-06 00:00:00,,,,
4,W,195,ทั่วไป,4062,Studio,21,738,23,820,2,,82,,,,,,60,4.2,820,57.400000000000006,6800,,,,,,2569-03-03 00:00:00,7741.6,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2569-01-12 00:00:00,,,,
,W,196,รันเนอจี,4063,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-03-08 00:00:00,,,,
,W,197,ฟาร์อีส,4064,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,198,เดลทัล,4065,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,W,199,เซียวเซียง,4066,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-06-20 00:00:00,,,,
,W,200,เดลทัล,4067,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,W,201,เดลทัล,4068,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,W,202,เดลทัล,4069,Studio,,,,,,,,,,,,,,0,,0,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,203,เดลทัล,4070,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,204,เดลทัล,4071,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,205,เดลทัล,4072,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,206,เดลตัน,4073,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,207,เดลทัล,4074,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,208,เดลทัล,4075,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,209,เดลทัล,4076,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
5,W,210,OUT,4077,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,6800,6800,,800,56.00000000000001,-,,270,18.900000000000002,4330,303.1,,,33,1657,42,2090,9,,433,12578,,1022,2569-02-27 00:00:00,,,2569-02-25 00:00:00,k.ณรงค์ 0581083912,0,,2569-01-02 00:00:00,,,,
,W,211,บายมิ่ง,4078,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-09-29 00:00:00,,,,
,W,212,บายมิ่ง,4079,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-09-29 00:00:00,,,,
,W,213,ฟาร์อีส,4080,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-07-24 00:00:00,,,,
6,W,214,ทั่วไป,4081,Studio,37,749,46,893,9,,144,,,,,,270,18.900000000000002,1440,100.80000000000001,6800,,,,,,2569-03-03 00:00:00,8629.7,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600,,2568-11-05 00:00:00,,,,
,W,214,บายมิ่ง,4082,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-11-06 00:00:00,,,,
,W,216,บายมิ่ง,4083,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-10-27 00:00:00,,,,
,W,217,บายมิ่ง,4084,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-10-27 00:00:00,,,,
,W,218,เดลทัล,4085,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,219,เดลทัล,4086,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,220,ฟาร์อีส,4087,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-07-11 00:00:00,,,,
,W,221,ฟาร์อีส,4088,Studio,0,0,0,0,0,,0,,,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-09-19 00:00:00,,,,
,W,222,ไชน่าสเตท,4089,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,W,223,ไชน่าสเตท,4090,Studio OUT 28/2/69,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
,W,224,ไชน่าสเตท,4091,Studio,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
N,W,225,คินวอง,4092,INTERNET พนง.,,,,,,,,,,,,,,0,,0,,699,48.93000000000001,,2569-02-28 00:00:00,747.9300000000001,,,บจก. เอ็มเอส เทท 1983859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2568-09-19 00:00:00,,,,
