Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,ยอดเงินยกมาจากเดือน ธ.ค 2567 ,Unnamed: 18,Unnamed: 19,247630.4,ยอดเงินโอนข้ามเดือน,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,ยอดเงินโอนออกยกมาจากเดือน ธ.ค 2567 ,Unnamed: 35,Unnamed: 36,Unnamed: 37,0,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51
95,C,106,,3016,Suite,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,13600,400,-,180,744,5,24,11,117,6,93,,14924,12276,2568-01-28 00:00:00,-,-,,,2568-01-28 00:00:00,บช k.ณรงค์ 3912,0,2568-01-01 00:00:00,1เดือน,ย้ายออก,คืนเรียบร้อย,
96,C,107,,3017,Suite,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,13600,800,-,330,1936,6,28,17,270,11,242,,16666,10534,2568-01-28 00:00:00,-,-,,,2568-01-28 00:00:00,บช k.ณรงค์ 3912,0,2568-01-01 00:00:00,1เดือน,ย้ายออก,คืนเรียบร้อย,
97,C,108,,3018,Suite,0,48,9,164,9,116,-,-,-,-,270,928,12000,-,13198,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,,,-,-,24000,2568-01-01 00:00:00,1 ปี,2569-01-31 00:00:00,ชำระแล้ว,
98,C,109,,3019,Suite,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13600,13600,500,-,210,1552,1,48,8,242,7,194,,15862,11338,2568-01-25 00:00:00,-,-,,,2568-01-25 00:00:00,บช k.ณรงค์ 3912,0,2567-12-26 00:00:00,2เดือน,ย้ายออก,คืนเรียบร้อย,
99,C,110,,3020,Suite,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6800,6800,1000,-,270,1384,1,39,10,212,9,173,,9454,-,-,4146,2568-02-02 00:00:00,,,-,บช k.ณรงค์ 3912,0,2567-12-26 00:00:00,1เดือน,ย้ายออก,คืนเรียบร้อย,
100,C,111,,3021,Studio,6,108,9,200,3,92,-,-,-,-,90,736,6800,-,-,2568-02-09 00:00:00,7626,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,,,-,-,10000,2567-12-12 00:00:00,6เดือน,31/06/2568,ชำระแล้ว,
101,C,112,,3022,Studio,2,199,4,346,2,147,-,-,-,-,60,1176,6800,-,-,12/02/2568,8036,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,,,-,-,10000,2567-11-20 00:00:00,6เดือน,2568-05-31 00:00:00,ชำระแล้ว,
102,C,113,,3023,Studio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5000,5000,800,-,150,1504,7,250,12,438,5,188,,7454,-,-,2546,2568-02-07 00:00:00,,,2568-02-07 00:00:00,บช k.ณรงค์ 3912,0,2567-11-18 00:00:00,6เดือน,ย้ายออก,คืนเรียบร้อย,
103,C,114,,3024,Studio,3,84,11,297,8,213,-,-,-,-,240,1704,6800,,,08/02/2568,8744,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,,,-,-,10000,2567-12-18 00:00:00,6เดือน,31/6/2568,ชำระแล้ว,
104,C,115,,3025,Studio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5000,5000,400,-,90,608,3,110,6,186,3,76,,6098,3902,2568-01-19 00:00:00,-,-,,,2568-01-19 00:00:00,บช k.ณรงค์ 3912,0,2567-12-01 00:00:00,6เดือน,ย้ายออก,คืนเรียบร้อย,
105,C,116,,3026,Studio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5000,5000,500,-,60,592,3,159,5,233,2,74,,6152,3848,2568-01-21 00:00:00,-,-,,,2568-01-21 00:00:00,บช k.ณรงค์ 3912,0,2567-11-15 00:00:00,6เดือน,ย้ายออก,คืนเรียบร้อย,
106,C,117,,3027,Studio,3,170,5,272,2,102,-,-,-,-,60,816,6800,-,-,12/02/2568,7676,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,,,-,-,10000,2567-11-15 00:00:00,6เดือน,2568-05-31 00:00:00,ชำระแล้ว,
107,C,118,,3028,Studio,4,93,9,244,5,151,-,-,-,-,150,1208,6800,-,-,08/02/2568,8158,บช k.ณรงค์ 3912,-,,,,,,,,,,,,,,,,,,,,,,10000,2567-12-14 00:00:00,6เดือน,31/06/2568,ชำระแล้ว,
108,C,119,,3029,Suite,10,50,20,188,10,138,-,-,-,-,300,1104,13600,-,-,04/02/2568,15004,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,,,-,-,20000,2567-12-24 00:00:00,1เดือน,31/02/2568,ชำระแล้ว,
109,C,120,,3030,Suite,1,103,1,103,0,0,-,-,-,-,0,0,13600,-,-,08/02/2568,13600,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,,,-,-,20000,2567-12-02 00:00:00,6เดือน,31/06/2568,ชำระแล้ว,
110,C,121,,3031,Suite,5,196,5,196,0,0,-,-,-,-,0,0,13600,-,-,08/02/2568,13600,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,,,-,-,20000,2567-12-02 00:00:00,1เดือน,2568-01-31 00:00:00,ชำระแล้ว,
111,C,122,,3032,Suite,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,000",13600,500,-,330,2216,13,340,24,617,11,277,,16646,3354,2568-01-25 00:00:00,,-,,,2568-01-25 00:00:00,บช k.ณรงค์ 3912,0,2567-12-03 00:00:00,2เดือน,ย้ายออก,คืนเรียบร้อย,
112,C,123,,3033,Studio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5000,5000,500,-,90,1032,3,184,6,313,3,129,,6622,-,-,3378,2568-02-02 00:00:00,,,2568-01-31 00:00:00,บช k.ณรงค์ 3912,0,2567-12-01 00:00:00,1เดือน,ย้ายออก,คืนเรียบร้อย,
113,C,124,,3034,Studio,11,217,12,235,1,18,-,-,-,-,30,144,6800,-,-,2/02/2568,6974,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,,,-,-,10000,2567-11-15 00:00:00,1เดือน,2568-01-31 00:00:00,ชำระแล้ว,
114,C,125,,3035,Suite,4,112,7,251,3,139,-,-,-,-,90,1112,13600,-,-,09/02/2568,14802,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,,,-,-,20000,2567-12-15 00:00:00,1เดือน,31/02/2568,ชำระแล้ว,
115,C,126,,3036,Studio,3,50,8,131,5,81,-,-,-,-,150,648,6800,-,-,12/02/2568,7598,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,,,-,-,10000,2567-12-10 00:00:00,6เดือน,31/06/2568,ชำระแล้ว,
116,C,127,,3037,Studio,4,104,7,146,3,42,-,-,-,-,90,336,6800,-,-,12/02/2568,7226,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,,,-,-,10000,2567-11-15 00:00:00,6เดือน,2568-05-31 00:00:00,ชำระแล้ว,
117,C,128,,3038,Studio,2,127,5,211,3,84,-,-,-,-,90,672,6800,-,-,12/02/2568,7562,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,,,-,-,10000,2567-11-15 00:00:00,6เดือน,2568-05-31 00:00:00,ชำระแล้ว,
118,C,129,,3039,Studio,4,74,10,167,6,93,-,-,-,-,180,744,6800,-,-,08/02/2568,7724,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,,,-,-,10000,2567-12-14 00:00:00,6เดือน,2568-05-31 00:00:00,ชำระแล้ว,
,C,130,,3040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,C,131,,3041,Studio,4,212,5,267,1,55,-,-,-,-,30,440,6800,-,-,08/02/2568,7270,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,,,-,-,10000,2567-05-31 00:00:00,6 เดือน,2568-10-31 00:00:00,ชำระแล้ว,
120,C,132,,3042,Studio,5,375,8,669,3,294,-,-,-,-,90,2352,6800,-,-,08/02/2568,9242,บช k.ณรงค์ 3912,-,-,-,-,-,-,-,-,-,-,,,,-,-,-,-,-,,,-,-,10000,2567-11-18 00:00:00,6 เดือน,2568-05-31 00:00:00,ชำระแล้ว,
121,C,133,,3043,Studio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5000,5000,400,-,150,752,3,51,8,145,5,94,,6302,3698,2568-01-18 00:00:00,-,-,,,-,-,0,2567-12-03 00:00:00,1เดือน,ย้ายออก,คืนเรียบร้อย,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,134,,4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,135,,4002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,136,,4003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,137,,4004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,138,,4005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,139,,4006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,140,,4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,141,,4008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,142,,4009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,143,,4010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,W,144,เดลตัน,4011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,W,145,เดลตัน,4012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,W,146,เดลตัน,4013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,W,147,เดลตัน,4014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,W,148,เดลตัน,4015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,W,149,เดลตัน,4016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,W,150,เดลตัน,4017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,W,151,เดลตัน,4018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,W,152,เดลตัน,4019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,W,153,เดลตัน,4020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,154,,4021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,155,,4022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,156,,4023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,157,,4024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,158,,4025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,159,,4026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,160,,4027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,161,,4028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,162,,4029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,163,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,164,,4031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,165,,4032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,166,,4033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,167,,4034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,168,,4035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,169,,4036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,170,,4037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,171,,4038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,172,,4039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,173,,4040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,W,174,ไชน่าสเตท,4041,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ยอดคงเหลือไปอยู่ไฟล์ไชน่าสเตท,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,ค่าเช่าค้างชำระ,
133,W,175,ไชน่าสเตท,4042,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
134,W,176,ไชน่าสเตท,4043,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
135,W,177,ไชน่าสเตท,4044,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
136,W,178,ไชน่าสเตท,4045,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
137,W,179,ไชน่าสเตท,4046,Studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
138,W,180,ไชน่าสเตท,4047,Studio,-,-,-,-,-,-,2568-01-16 00:00:00,บช k.ณรงค์ 3912,6800,6800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,,,-,-,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
139,W,181,ไชน่าสเตท,4048,Studio,-,-,-,-,-,-,,,6800,6800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,,,-,-,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
140,W,182,ไชน่าสเตท,4049,Studio,-,-,-,-,-,-,,,6800,6800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,,,-,-,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
141,W,183,ไชน่าสเตท,4050,Studio,-,-,-,-,-,-,,,6800,6800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,,,-,-,,2568-01-17 00:00:00,6 เดือน,2568-07-31 00:00:00,,
,W,184,,4051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,185,,4052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,186,,4053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,187,,4054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,188,,4055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,189,,4056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,190,,4057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,191,,4058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,192,,4059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,193,,4060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,194,,4061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,195,,4062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,196,,4063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,197,,4064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,198,,4065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,199,,4066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,200,,4067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,201,,4068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,202,,4069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,203,,4070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,204,,4071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,205,,4072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,206,,4073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,207,,4074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,208,,4075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,209,,4076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,210,,4077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,211,,4078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,212,,4079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,213,,4080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,214,,4081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,215,,4082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,216,,4083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,217,,4084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,218,,4085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,219,,4086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,220,,4087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,221,,4088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,222,,4089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,223,,4090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,224,,4091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,225,,4092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,226,,4093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,227,,4094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,228,,4095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,229,,4096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,230,,4097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,231,,4098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,232,,4099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,233,,4100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,234,,4101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,235,,4102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,236,,4103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,237,,4104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,238,,4105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,239,,4106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,240,,4107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,241,,4108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,242,,4109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,243,,4110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,244,,4111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,245,,4112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,246,,4113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,247,,4114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,248,,4115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,249,,4116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,250,,4117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,251,,4118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,252,,4119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,253,,4120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,254,,4121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,255,,4122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,256,,4123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,257,,4124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,258,,4125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,259,,4126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,260,,4127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,261,,4128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,262,,4129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,263,,4130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,264,,4131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,265,,4132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,266,,4133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,267,,4134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,268,,4135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,W,269,,4136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ยูนิตน้ำ+ไฟ,,307,6069,,,205800,200800,9210,48552,333080.18,เงินเข้าเดือนนี้,305373.04000000004,สรุปเงินเข้าเดือนหน้า,299608.19,,,254400,13900,-,5460,31024,,,,,182,3878,1509.23,289452,85326,,37444,,16521.23,ยกยอดไป มี.ค 68,,,682800,,,,,
,,,,,,,,,,,,,สรุปเงินเข้าเดือนนี้,711973.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,รวมยอดโอนออก ยกไป มี.ค,24031.23,,,,,,,
,,,,,,,,,,,,,,,,,,,,,ยอดโอนค่าเช่า 10 ห้อง 12/2/2568,,"78,876",7510,,,,,,,,,,,,,,,ยอดโอนออกเดือน ก.พ 2568,,37444,,,,,,,,,,
,,,,,,,,,,,,,,แปลง 2,,,,,,ลำดับ,เลขห้อง,จำนวนเงิน,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,หักเงินมัดจำล่วงหน้าเป็นค่าเช่า 10 ห้อง,,"(6800*10 = 68,000)",,,,1,3008,7396,"** ผู้เช่าโอนเงินมาเกิน 7,510 บาท โอนคืน 6/3/2568",,,,,,,,,,,,,,,,ยอดเงินโอนคืนแปลง 2,,10498,โอน 27/2/2568,,,,,,,,,
,,,,,,,,,,,,,,คืนเงินประกัน 10ห้อง,68000,,,,,2,3012,9360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
